회사,표준산업분류,연혁,매출액,기업유형,평균연봉,홈페이지,고용보험 사업장 수,고용보험 가입 사원수,국민연금 가입 사원수,퇴사/입사 (1년)
다이나믹디자인,기타 일반 목적용 기계 제조업,25년 (1999년 설립),-,주식회사,"1,506만원",www.saehwaimc.com,1개,333명,326명,54명/50명
포시에스,시스템ㆍ응용 소프트웨어 개발 및 공급업,16년 (2008년 설립),"229억 6,046만원",주식회사,"4,998만원",www.forcs.com,2개,174명,179명,54명/65명
덕산네오룩스,기타 전자 부품 제조업,10년 (2014년 설립),"1,913억 5,800만원",주식회사,"5,519만원",www.dsneolux.co.kr,1개,11명,258명,58명/65명
한솔제지,-,9년 (2015년 설립),"1조 6,277억 8,893만원",주식회사,"7,495만원",www.hansolpaper.co.kr,3개,633명,"1,622명",218명/225명
디와이파워,유압 기기 제조업,10년 (2014년 설립),"2,969억 9,800만원",주식회사,"8,496만원",power.dy.co.kr,1개,422명,388명,43명/21명
국일신동,금속 주조 및 기타 야금용 기계 제조업,31년 (1993년 설립),"268억 8,313만원",주식회사,"5,471만원",www.kukilmetal.com,1개,47명,26명,3명/3명
듀켐바이오,기타 기계 및 장비 도매업,21년 (2003년 설립),"324억 2,230만원",주식회사,"4,487만원",www.duchembio.com,1개,134명,103명,16명/25명
링크드,,,,,,,,,,
바디텍메드,그 외 기타 화학제품 제조업,10년 (2014년 설립),"1,410억 4,298만원",주식회사,"4,736만원",www.boditech.co.kr,1개,463명,481명,92명/127명
썸에이지,게임 소프트웨어 개발 및 공급업,10년 (2014년 설립),"365억 3,849만원",주식회사,"4,832만원",www.thumbage.co.kr,1개,42명,55명,24명/13명
에이팩트,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",17년 (2007년 설립),"736억 4,638만원",주식회사,"5,314만원",www.apact.co.kr,2개,263명,560명,177명/479명
휴메딕스,자연과학 연구개발업,21년 (2003년 설립),"1,231억 7,300만원",주식회사,"5,630만원",www.humedix.com,1개,284명,355명,66명/104명
바이오로그디바이스,기타 전자 부품 제조업,10년 (2014년 설립),-,주식회사,"5,477만원",www.biologdevice.com,1개,26명,33명,18명/18명
서전기전,전기 공사업,33년 (1991년 설립),"524억 5,437만원",주식회사,"4,674만원",www.sjem.co.kr,2개,127명,111명,25명/33명
아스트,"그 외 기타 전문, 과학 및 기술 서비스업",2년 (2022년 설립),-,기타 법인,"1,471만원",-,1개,2명,4명,1명/1명
오킨스전자,기계장비 조립용 플라스틱제품 제조업,26년 (1998년 설립),"576억 7,300만원",주식회사,"5,063만원",www.okins.co.kr,1개,42명,161명,26명/38명
지란지교시큐리티,시스템ㆍ응용 소프트웨어 개발 및 공급업,10년 (2014년 설립),"206억 3,835만원",주식회사,"5,835만원",www.jiransecurity.com,1개,149명,147명,16명/13명
NEW,식료품 소매업,9년 (2015년 설립),"204억 2,771만원",주식회사,"4,917만원",-,1개,51명,40명,33명/33명
아이티센,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,5년 (2019년 설립),"51억 9,548만원",기타 법인,"4,785만원",https://www.in4ucloud.com/,1개,31명,49명,14명/20명
미래엔에듀파트너,그 외 기타 교육기관,15년 (2009년 설립),-,주식회사,"3,514만원",www.edupartner.co.kr,2개,38명,46명,24명/20명
삼성물산,,,,,,,,,,
녹십자엠에스,"의약품, 의료용품 및 화장품 도매업",21년 (2003년 설립),"1,008억 2,920만원",주식회사,"5,300만원",www.greencrossms.com,1개,143명,131명,33명/31명
디티앤씨,그 외 기타 사업 지원 서비스업,7년 (2017년 설립),440억 800만원,주식회사,"3,531만원",www.dtncro.com,1개,270명,322명,86명/156명
셀바스헬스케어,컴퓨터 제조업,10년 (2014년 설립),"274억 7,222만원",주식회사,"4,412만원",www.selvashealthcare.com,1개,111명,114명,19명/27명
정다운,외국식 음식점업,3년 (2021년 설립),-,기타 법인,"3,323만원",-,1개,2명,6명,1명/5명
하이로닉,-,17년 (2007년 설립),"208억 3,227만원",주식회사,"5,017만원",www.hironic.com,1개,87명,78명,97명/79명
랩지노믹스,"기술 시험, 검사 및 분석업",22년 (2002년 설립),"2,022억 8,938만원",주식회사,"4,366만원",www.labgenomics.co.kr,2개,231명,192명,108명/92명
에이디테크놀로지,엔지니어링 서비스업,22년 (2002년 설립),"3,055억 6,870만원",주식회사,"6,091만원",www.adtek.co.kr,1개,227명,338명,41명/107명
비씨월드제약,기초 의약 물질 및 생물학적 제제 제조업,44년 (1980년 설립),"608억 4,774만원",주식회사,"4,244만원",www.bcwp.co.kr,1개,304명,275명,104명/77명
미스터블루,게임 소프트웨어 개발 및 공급업,10년 (2014년 설립),"285억 7,165만원",주식회사,"3,486만원",www.mrbluecorp.com/,1개,0명,138명,33명/35명
알테오젠,자연과학 연구개발업,16년 (2008년 설립),"170억 2,610만원",주식회사,"9,779만원",www.alteogen.com,1개,98명,149명,20명/46명
대창스틸,"금속 열처리, 도금 및 기타 금속 가공업",44년 (1980년 설립),-,주식회사,"4,892만원",www.dcsteel.com,2개,91명,79명,14명/18명
에프엔씨엔터,오디오물 출판 및 원판 녹음업,18년 (2006년 설립),"581억 4,469만원",주식회사,"4,204만원",www.fncent.com,2개,198명,206명,54명/63명
휴마시스,-,10년 (2014년 설립),"3,074억 7,675만원",주식회사,"4,493만원",www.humasis.com,1개,191명,82명,102명/24명
씨에스윈드,"그 외 기타 전문, 과학 및 기술 서비스업",18년 (2006년 설립),"6,398억 14만원",주식회사,"10,644만원",www.cswind.com,1개,89명,98명,29명/33명
지엘팜텍,자연과학 연구개발업,10년 (2014년 설립),-,주식회사,"5,984만원",www.glpt.co.kr,1개,20명,27명,12명/12명
글로벌텍스프리,시스템ㆍ응용 소프트웨어 개발 및 공급업,19년 (2005년 설립),"55억 1,803만원",,"4,786만원",-,2개,38명,,
디에이테크놀로지,기타 일반 목적용 기계 제조업,24년 (2000년 설립),"428억 6,708만원",주식회사,"4,866만원",www.dat21.co.kr,1개,194명,94명,174명/62명
삼성에스디에스,시스템ㆍ응용 소프트웨어 개발 및 공급업,39년 (1985년 설립),"4조 9,857억 1,269만원",주식회사,"13,199만원",www.samsungsds.com,2개,"12,249명","11,557명",686명/597명
아이케이세미콘,전자집적회로 제조업,24년 (2000년 설립),187억 481만원,주식회사,"4,200만원",www.iksemi.com,1개,17명,16명,5명/6명
액션스퀘어,게임 소프트웨어 개발 및 공급업,10년 (2014년 설립),"56억 1,885만원",주식회사,"5,785만원",www.action2quare.com,1개,135명,123명,90명/38명
엑셈,시스템ㆍ응용 소프트웨어 개발 및 공급업,10년 (2014년 설립),"366억 2,794만원",주식회사,"6,108만원",www.ex-em.com,1개,283명,311명,76명/77명
테고사이언스,의료용품 및 기타 의약 관련제품 제조업,23년 (2001년 설립),"78억 9,464만원",주식회사,"4,436만원",www.tegoscience.com,1개,41명,42명,16명/17명
슈피겐코리아,재생용 재료 및 기타 상품 전문 도매업,15년 (2009년 설립),"2,659억 7,048만원",주식회사,"5,750만원",www.spigenkorea.co.kr/,1개,419명,444명,100명/117명
영우디에스피,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",20년 (2004년 설립),"796억 1,646만원",주식회사,"6,471만원",www.ywdsp.com,1개,158명,139명,32명/24명
유니포인트,시스템ㆍ응용 소프트웨어 개발 및 공급업,28년 (1996년 설립),"585억 9,300만원",주식회사,"4,064만원",www.unipoint.co.kr,2개,116명,105명,35명/31명
드림시큐리티,시스템ㆍ응용 소프트웨어 개발 및 공급업,10년 (2014년 설립),"280억 2,009만원",주식회사,"4,895만원",www.dreamsecurity.com,1개,212명,242명,69명/83명
메디아나,방사선 장치 및 전기식 진단 기기 제조업,29년 (1995년 설립),"565억 7,726만원",주식회사,"4,539만원",www.mediana.co.kr,1개,175명,171명,33명/42명
데브시스터즈,시스템ㆍ응용 소프트웨어 개발 및 공급업,17년 (2007년 설립),"3,701억 9,115만원",주식회사,"8,322만원",www.devsisters.com,1개,0명,285명,180명/88명
휴림네트웍스,산업용 로봇 제조업,1년 (2023년 설립),-,기타 법인,"4,826만원",-,1개,7명,7명,3명/2명
강동씨앤엘,"시멘트, 석회 및 플라스터 제조업",10년 (2014년 설립),699억 473만원,주식회사,"5,250만원",koreacement.co.kr,1개,53명,13명,2명/2명
판도라티비,시스템ㆍ응용 소프트웨어 개발 및 공급업,25년 (1999년 설립),"58억 4,594만원",주식회사,"5,452만원",www.pandora.tv,1개,31명,25명,21명/16명
서연이화,자동차 차체용 신품 부품 제조업,29년 (1995년 설립),-,기타 법인,"6,032만원",-,1개,468명,431명,46명/25명
신화콘텍,기타 전자 부품 제조업,22년 (2002년 설립),-,주식회사,"4,560만원",www.sh-ct.co.kr,1개,113명,102명,31명/17명
쿠쿠홀딩스,가정용 전기 기기 제조업,46년 (1978년 설립),"349억 1,802만원",주식회사,"7,815만원",www.cuckoo.co.kr,1개,54명,73명,7명/11명
파버나인,구조용 금속제품 제조업,27년 (1997년 설립),802억 718만원,주식회사,"3,874만원",www.pavonine.net,1개,140명,111명,29명/17명
덕신이피씨,구조용 금속제품 제조업,33년 (1991년 설립),"1,491억 2,345만원",주식회사,"5,457만원",www.duckshin.com,3개,549명,159명,26명/8명
창해에탄올,증류주 및 합성주 제조업,58년 (1966년 설립),-,주식회사,"8,668만원",www.chethanol.com,1개,44명,45명,3명/4명
윈하이텍,반도체 및 디스플레이 제조용 기계 제조업,7년 (2017년 설립),-,기타 법인,"5,391만원",-,1개,10명,11명,4명/4명
아진엑스텍,기타 전자 부품 제조업,27년 (1997년 설립),"416억 4,979만원",주식회사,"5,910만원",www.ajinextek.com,2개,66명,65명,7명/8명
콜마비앤에이치,-,2년 (2022년 설립),-,,-,-,2개,-,,
화인베스틸,"철강 압연, 압출 및 연신제품 제조업",17년 (2007년 설립),"1,396억 400만원",주식회사,"6,320만원",www.finebesteel.com,1개,127명,111명,18명/13명
큐엠씨,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",21년 (2003년 설립),"148억 3,111만원",주식회사,"5,267만원",www.iqmc.co.kr,1개,80명,53명,25명/9명
데이터스트림즈,시스템ㆍ응용 소프트웨어 개발 및 공급업,23년 (2001년 설립),"230억 8,629만원",주식회사,"6,079만원",www.datastreams.co.kr,1개,213명,200명,49명/44명
코아시아씨엠,기타 기계 및 장비 도매업,3년 (2021년 설립),"2,033억 6,692만원",기타 법인,"5,932만원",-,1개,38명,59명,12명/7명
캐스텍코리아,"금속 열처리, 도금 및 기타 금속 가공업",26년 (1998년 설립),-,주식회사,"4,725만원",www.castec.co.kr,1개,233명,157명,53명/1명
BGF,그 외 기타 사업 지원 서비스업,15년 (2009년 설립),"791억 4,258만원",주식회사,"4,884만원",www.bgfnetworks.com,1개,66명,60명,22명/15명
나노,모터사이클 및 부품 판매업,6년 (2018년 설립),-,주식회사,"5,637만원",-,1개,6명,6명,5명/4명
케이사인,시스템ㆍ응용 소프트웨어 개발 및 공급업,11년 (2013년 설립),"320억 4,683만원",주식회사,"4,981만원",-,1개,91명,84명,35명/23명
코스맥스,회사본부,32년 (1992년 설립),"896억 7,138만원",주식회사,"8,025만원",www.cosmax.com,1개,200명,235명,42명/68명
오이솔루션,건물설비 설치 공사업,4년 (2020년 설립),-,기타 법인,"4,157만원",-,1개,0명,8명,0명/0명
한국정보인증,시스템ㆍ응용 소프트웨어 개발 및 공급업,25년 (1999년 설립),"556억 3,981만원",주식회사,"7,165만원",www.signgate.com,1개,118명,157명,34명/83명
다산솔루에타,방송 및 무선 통신장비 제조업,21년 (2003년 설립),"370억 1,460만원",주식회사,"4,271만원",www.solueta.com,1개,134명,134명,37명/41명
위월드,"텔레비전, 비디오 및 기타 영상 기기 제조업",24년 (2000년 설립),"71억 7,177만원",주식회사,"4,118만원",www.wiworld.co.kr,1개,34명,22명,5명/1명
코셋,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",25년 (1999년 설립),-,주식회사,"3,335만원",coset.com,1개,136명,100명,43명/4명
SGA솔루션즈,시스템ㆍ응용 소프트웨어 개발 및 공급업,11년 (2013년 설립),"177억 8,902만원",주식회사,"4,319만원",sgasol.kr,1개,112명,105명,43명/40명
대동고려삼,기타 식료품 제조업,22년 (2002년 설립),"483억 4,798만원",주식회사,"3,305만원",www.ddkorea.co.kr,1개,170명,148명,44명/55명
기가레인,반도체 및 디스플레이 제조용 기계 제조업,24년 (2000년 설립),"689억 7,368만원",주식회사,"6,554만원",www.gigalane.com,1개,180명,174명,32명/24명
인트로메딕,기타 의료용 기기 제조업,20년 (2004년 설립),"78억 6,037만원",주식회사,"5,313만원",www.intromedic.co.kr,1개,54명,63명,14명/16명
알티캐스트,시스템ㆍ응용 소프트웨어 개발 및 공급업,25년 (1999년 설립),"226억 5,649만원",주식회사,"3,500만원",www.alticast.co.kr,1개,50명,77명,26명/40명
종근당,-,11년 (2013년 설립),"1조 3,339억 8,891만원",주식회사,"7,798만원",www.ckdpharm.com,1개,"2,353명","2,324명",282명/314명
현대공업,자동차 수리 및 세차업,26년 (1998년 설립),-,기타 법인,"4,652만원",-,1개,16명,13명,4명/4명
탑코미디어,시스템ㆍ응용 소프트웨어 개발 및 공급업,17년 (2007년 설립),-,주식회사,"3,508만원",www.topcomedia.co.kr,1개,40명,42명,40명/27명
신송홀딩스,그 외 기타 금융업,54년 (1970년 설립),-,주식회사,"5,464만원",www.singsongholdings.com,1개,13명,18명,4명/8명
큐브엔터,기타 창작 및 예술관련 서비스업,11년 (2013년 설립),"354억 8,015만원",주식회사,"4,997만원",www.cubeent.co.kr,1개,0명,169명,82명/92명
라이온켐텍,기초 유기화학 물질 제조업,42년 (1982년 설립),"1,504억 1,627만원",주식회사,"4,421만원",www.lctkorea.com,1개,180명,144명,25명/11명
램테크놀러지,그 외 기타 화학제품 제조업,23년 (2001년 설립),-,주식회사,"6,041만원",www.ramtech.co.kr,1개,79명,72명,11명/4명
협진,그 외 기타 섬유제품 제조업,2년 (2022년 설립),-,기타 법인,"3,642만원",-,1개,1명,3명,0명/0명
아세아시멘트,"시멘트, 석회 및 플라스터 제조업",21년 (2003년 설립),-,기타 법인,"5,852만원",-,2개,21명,14명,10명/2명
해성옵틱스,사진장비 및 광학기기 제조업,22년 (2002년 설립),"163억 4,107만원",주식회사,"6,880만원",www.hso.co.kr,1개,39명,37명,12명/10명
내츄럴엔도텍,자연과학 연구개발업,23년 (2001년 설립),"138억 1,740만원",주식회사,"4,434만원",www.naturalendo.com,1개,63명,74명,15명/23명
현대로템,신용조합 및 저축기관,26년 (1998년 설립),-,기타 법인,"5,852만원",-,1개,5명,4명,0명/0명
수프로,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,24년 (2000년 설립),"200억 8,387만원",주식회사,"4,677만원",www.suppro.com,1개,32명,32명,5명/7명
두산테스나,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",22년 (2002년 설립),"2,776억 5,600만원",주식회사,"5,168만원",www.tesna.co.kr,1개,651명,754명,166명/261명
파수,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"368억 1,490만원",주식회사,"5,802만원",www.fasoo.com,1개,235명,269명,51명/68명
엘티씨,그 외 기타 운송관련 서비스업,29년 (1995년 설립),-,기타 법인,"4,512만원",-,1개,12명,7명,1명/0명
지엔씨에너지,"전동기, 발전기 및 전기 변환장치 제조업",31년 (1993년 설립),-,주식회사,"5,544만원",www.gncenergy.co.kr,1개,114명,94명,30명/41명
한진칼,부동산 관리업,11년 (2013년 설립),"334억 4,540만원",주식회사,"11,834만원",www.hanjinkal.co.kr,1개,26명,26명,2명/0명
아미코젠,기초 유기화학 물질 제조업,26년 (1998년 설립),-,기타 법인,"3,821만원",-,1개,9명,6명,1명/4명
엔에이치엔,광고 대행업,10년 (2014년 설립),"201억 4,377만원",주식회사,"5,022만원",-,1개,191명,213명,50명/65명
GH신소재,플라스틱 발포 성형제품 제조업,23년 (2001년 설립),-,주식회사,"5,335만원",www.ghglobal.co.kr,2개,4명,90명,28명/21명
파이오링크,방송 및 무선 통신장비 제조업,24년 (2000년 설립),"616억 3,700만원",주식회사,"5,384만원",www.piolink.com,1개,360명,410명,86명/102명
JB금융지주,그 외 기타 금융업,11년 (2013년 설립),-,주식회사,"15,872만원",www.jbfg.com,1개,80명,101명,19명/30명
나스미디어,광고 대행업,24년 (2000년 설립),"887억 2,613만원",주식회사,"5,971만원",www.nasmedia.co.kr,1개,432명,402명,87명/60명
대주이엔티,1차 금속제품 및 금속광물 도매업,35년 (1989년 설립),993억 700만원,주식회사,"4,633만원",www.daejooent.co.kr,2개,41명,75명,6명/20명
큐러블,탐정 및 조사 서비스업,24년 (2000년 설립),-,주식회사,"3,952만원",www.snp-genetics.com,1개,23명,17명,9명/2명
태양기계,-,10년 (2014년 설립),-,기타 법인,"3,919만원",-,2개,18명,9명,4명/5명
엑세스바이오,사무 지원 서비스업,11년 (2013년 설립),-,기타 법인,"5,006만원",-,1개,7명,10명,2명/2명
DSR,"금속 파스너, 스프링 및 금속선 가공제품 제조업",53년 (1971년 설립),"2,616억 8,700만원",주식회사,"7,786만원",www.dsrcorp.com,1개,162명,150명,17명/11명
리가켐바이오,"의약품, 의료용품 및 화장품 도매업",9년 (2015년 설립),-,주식회사,"5,852만원",-,1개,4명,3명,0명/0명
동아에스티,전기 공급 및 제어장치 제조업,22년 (2002년 설립),"79억 3,421만원",기타 법인,"4,297만원",-,1개,4명,6명,4명/3명
윈팩,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",22년 (2002년 설립),"1,526억 3,543만원",주식회사,"5,373만원",www.winpac.co.kr,1개,531명,380명,203명/179명
코렌텍,기타 의료용 기기 제조업,24년 (2000년 설립),"446억 2,970만원",주식회사,"4,527만원",www.corentec.com,1개,196명,112명,47명/54명
제로투세븐,"가방, 시계, 안경 및 기타 생활용품 도매업",24년 (2000년 설립),"1,115억 4,799만원",주식회사,"5,423만원",www.0to7.com,1개,108명,101명,27명/24명
한솔아이원스,반도체 및 디스플레이 제조용 기계 제조업,19년 (2005년 설립),-,주식회사,"5,171만원",www.iones.co.kr,1개,354명,405명,77명/135명
우리이앤엘,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",16년 (2008년 설립),"1,547억 8,266만원",주식회사,"6,416만원",www.wooreeenl.co.kr,1개,91명,108명,26명/48명
아이센스,완제 의약품 제조업,24년 (2000년 설립),"1,938억 8,149만원",주식회사,"5,177만원",www.i-sens.com,2개,434명,892명,205명/236명
스킨앤스킨,"세제, 화장품 및 광택제 제조업",18년 (2006년 설립),-,주식회사,"4,842만원",www.skinnskin.co.kr,1개,51명,59명,21명/35명
우리로,그 외 기타 운송관련 서비스업,21년 (2003년 설립),-,기타 법인,"4,217만원",-,2개,5명,7명,1명/2명
디젠스,자동차용 기타 신품 부품 제조업,18년 (2006년 설립),-,주식회사,"7,324만원",www.dgenx.com,1개,87명,147명,22명/11명
지엠비코리아,자동차 차체용 신품 부품 제조업,45년 (1979년 설립),"4,758억 2,204만원",주식회사,"8,132만원",www.gmb.co.kr,2개,728명,708명,60명/72명
와이엠씨,구조용 금속제품 제조업,26년 (1998년 설립),-,기타 법인,"5,852만원",-,1개,14명,12명,2명/5명
LG헬로비전,"유선, 위성 및 기타 방송업",29년 (1995년 설립),-,주식회사,"8,083만원",www.lghellovision.net,2개,59명,"1,078명",82명/115명
아바텍,"금속 열처리, 도금 및 기타 금속 가공업",24년 (2000년 설립),"731억 8,389만원",주식회사,"4,497만원",www.avatec.co.kr,2개,525명,425명,149명/194명
동일고무벨트,기타 고무제품 제조업,79년 (1945년 설립),"957억 6,189만원",주식회사,"7,572만원",www.drbworld.com,1개,147명,85명,12명/14명
한국콜마,그 외 기타 금융업,34년 (1990년 설립),"340억 9,478만원",주식회사,"8,861만원",www.kolmarholdings.co.kr,1개,112명,114명,11명/6명
한국타이어앤테크놀로지,-,12년 (2012년 설립),"2조 9,152억 2,170만원",주식회사,"8,519만원",www.hankooktire.com,1개,"1,064명","2,372명",177명/262명
코이즈,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",13년 (2011년 설립),-,주식회사,"3,939만원",-,1개,17명,12명,9명/10명
애경케미칼,합성고무 및 플라스틱 물질 제조업,12년 (2012년 설립),"1조 1,163억 1,298만원",주식회사,"7,762만원",www.aekyungchemical.co.kr,1개,232명,345명,43명/47명
네이블,통신 판매업,9년 (2015년 설립),-,주식회사,"5,666만원",-,1개,22명,9명,10명/3명
노블엠앤비,사진장비 및 광학기기 제조업,24년 (2000년 설립),-,주식회사,"6,248만원",www.noblemnb.co.kr,1개,62명,51명,26명/16명
피엔티,건물설비 설치 공사업,21년 (2003년 설립),"3,588억 5,690만원",주식회사,"5,315만원",www.epnt.co.kr,1개,5명,549명,86명/152명
사조씨푸드,가공식품 도매업,13년 (2011년 설립),-,주식회사,"4,223만원",-,1개,55명,60명,33명/39명
비아트론,반도체 및 디스플레이 제조용 기계 제조업,3년 (2021년 설립),-,기타 법인,"5,646만원",-,1개,5명,7명,1명/2명
빛샘전자,유선 통신장비 제조업,17년 (2007년 설립),-,기타 법인,"4,324만원",-,1개,33명,28명,4명/2명
휴비스,건물설비 설치 공사업,14년 (2010년 설립),"178억 7,886만원",주식회사,"5,374만원",-,2개,70명,150명,47명/90명
사람인,,,,,,,,,,
제룡산업,회사본부,13년 (2011년 설립),-,주식회사,"7,213만원",www.cheryong.co.kr,1개,46명,41명,6명/6명
남화토건,토목 시설물 건설업,19년 (2005년 설립),-,기타 법인,"5,122만원",-,1개,30명,8명,4명/7명
메지온,사무 지원 서비스업,22년 (2002년 설립),-,주식회사,"5,990만원",-,1개,8명,7명,1명/0명
원익머트리얼즈,기초 무기화학 물질 제조업,18년 (2006년 설립),"2,994억 5,934만원",주식회사,"5,639만원",wimco.co.kr,1개,513명,510명,36명/41명
디엔에이링크,자연과학 연구개발업,24년 (2000년 설립),"201억 5,400만원",주식회사,"3,979만원",www.dnalink.com,1개,85명,94명,24명/32명
GS리테일,음ㆍ식료품 위주 종합 소매업,53년 (1971년 설립),-,주식회사,"4,677만원",www.gsretail.com,2개,"6,734명","6,165명","2,400명/1,730명"
나이스디앤비,그 외 기타 정보 서비스업,22년 (2002년 설립),"647억 1,654만원",주식회사,"6,779만원",www.nicednb.com,1개,314명,286명,83명/70명
시큐브,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"131억 9,840만원",주식회사,"6,447만원",www.secuve.com,2개,65명,70명,2명/6명
서암기계공업,"베어링, 기어 및 동력 전달장치 제조업",46년 (1978년 설립),"448억 7,416만원",주식회사,"6,710만원",smiltd.co.kr,1개,161명,124명,26명/15명
인터지스,화물 취급업,29년 (1995년 설립),-,,"6,032만원",-,1개,130명,,
씨유메디칼,방사선 장치 및 전기식 진단 기기 제조업,23년 (2001년 설립),-,주식회사,"4,688만원",www.cu911.com,1개,118명,117명,33명/31명
삼양사,-,13년 (2011년 설립),-,기타 법인,"6,032만원",-,1개,146명,136명,17명/10명
키네마스터,그 외 기타 사업 지원 서비스업,22년 (2002년 설립),"237억 1,707만원",주식회사,"6,034만원",www.kinemastercorp.com,1개,98명,63명,7명/1명
비덴트,기억 장치 및 주변 기기 제조업,22년 (2002년 설립),"176억 8,624만원",주식회사,"7,021만원",www.vidente.co.kr,1개,59명,57명,9명/8명
신진에스엠,구조용 금속제품 제조업,23년 (2001년 설립),-,주식회사,"4,068만원",www.sinjin-sm.co.kr,1개,73명,50명,16명/5명
이엠넷,광고 대행업,24년 (2000년 설립),"324억 8,906만원",주식회사,"3,511만원",www.emnet.co.kr,1개,355명,380명,106명/141명
에이티세미콘,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",23년 (2001년 설립),"1,130억 3,477만원",주식회사,"5,409만원",www.atsemi.com,1개,154명,144명,80명/90명
테크윙,건물설비 설치 공사업,22년 (2002년 설립),"2,225억 2,194만원",주식회사,"5,848만원",techwing.co.kr,2개,579명,510명,76명/59명
씨큐브,경영 컨설팅 및 공공 관계 서비스업,6년 (2018년 설립),-,기타 법인,"2,905만원",-,1개,2명,11명,7명/7명
에스엠코어,"산업용 트럭, 승강기 및 물품 취급장비 제조업",52년 (1972년 설립),"763억 5,814만원",주식회사,"5,848만원",www.smck.com,1개,137명,259명,54명/91명
씨엔플러스,기타 건축 마무리 공사업,21년 (2003년 설립),-,주식회사,"4,478만원",www.icnplus.com,3개,54명,47명,18명/12명
하나투어,기타 여행 보조 및 예약 서비스업,31년 (1993년 설립),"107억 8,180만원",주식회사,"4,456만원",www.hanatour.com,1개,"1,238명","1,311명",164명/219명
로보스타,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",25년 (1999년 설립),"1,390억 569만원",주식회사,"5,865만원",robostar.co.kr,1개,205명,188명,59명/45명
대한과학,기타 기계 및 장비 도매업,10년 (2014년 설립),-,주식회사,"4,056만원",-,1개,7명,7명,3명/2명
아이디스,엔지니어링 서비스업,14년 (2010년 설립),-,,"1,988만원",-,1개,2명,,
에이블씨엔씨,"세제, 화장품 및 광택제 제조업",24년 (2000년 설립),"1,994억 5,016만원",주식회사,"5,813만원",www.able-cnc.com,1개,258명,250명,39명/47명
제이씨케미칼,화학 물질 및 화학제품 도매업,12년 (2012년 설립),"71억 9,100만원",기타 법인,"5,852만원",-,1개,4명,4명,1명/0명
아이씨디,통신 판매업,0년 (2024년 설립),-,,-,-,1개,2명,,
제닉,포장용 플라스틱제품 제조업,10년 (2014년 설립),-,주식회사,"3,665만원",-,1개,31명,10명,6명/0명
삼원강재,자동차용 기타 신품 부품 제조업,32년 (1992년 설립),"3,641억 1,100만원",주식회사,"9,034만원",www.samwon-steel.co.kr,1개,274명,279명,18명/24명
상아프론테크,기계장비 조립용 플라스틱제품 제조업,38년 (1986년 설립),"1,327억 3,157만원",주식회사,"5,216만원",www.sftc.co.kr,1개,489명,451명,65명/42명
신세계인터내셔날,상품 종합 도매업,44년 (1980년 설립),"1조 3,245억 8,149만원",주식회사,"7,400만원",www.sikorea.co.kr,1개,"1,191명","1,047명",234명/232명
나이벡,기타 의료용 기기 제조업,20년 (2004년 설립),"216억 7,044만원",주식회사,"5,116만원",-,1개,70명,78명,28명/33명
옵티시스,기타 전자 부품 제조업,25년 (1999년 설립),"241억 6,639만원",주식회사,"4,352만원",www.opticis.com,1개,99명,91명,28명/19명
대양전기공업,기타 전기장비 제조업,36년 (1988년 설립),"1,191억 6,565만원",주식회사,"4,822만원",daeyang.co.kr,1개,369명,363명,54명/70명
한국항공우주,항공기용 엔진 및 부품 제조업,25년 (1999년 설립),-,주식회사,"11,031만원",www.koreaaero.com,1개,"5,103명","4,833명",449명/520명
롯데하이마트,가전제품 소매업,37년 (1987년 설립),"3조 3,368억 2,100만원",주식회사,"6,026만원",company.himart.co.kr,1개,"3,525명","3,987명","430명/1,597명"
서연탑메탈,기타 특수 목적용 기계 제조업,37년 (1987년 설립),"1,497억 144만원",주식회사,"6,737만원",www.seoyontop.com,1개,208명,195명,23명/27명
한세엠케이,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",29년 (1995년 설립),"1,492억 9,620만원",주식회사,"5,498만원",www.mktrend.co.kr,1개,290명,270명,117명/118명
넥스트아이,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),-,,"2,139만원",-,1개,2명,,
티엔엔터테인먼트,한식 음식점업,17년 (2007년 설립),-,주식회사,"3,730만원",chorokbaemenm.com,5개,148명,91명,67명/35명
이마트,음ㆍ식료품 위주 종합 소매업,13년 (2011년 설립),"15조 538억 1,146만원",주식회사,"4,572만원",emartcompany.com/ko/main.do,1개,"3,044명","23,573명","5,341명/3,992명"
DGB금융지주,그 외 기타 금융업,13년 (2011년 설립),-,주식회사,"12,500만원",www.dgbfg.co.kr,1개,99명,95명,28명/23명
