회사,표준산업분류,연혁,매출액,기업유형,평균연봉,홈페이지,고용보험 사업장 수,고용보험 가입 사원수,국민연금 가입 사원수,퇴사/입사 (1년)
겟차,시스템ㆍ응용 소프트웨어 개발 및 공급업,9년 (2015년 설립),"18억 3,146만원",주식회사,"4,738만원",-,1개,49명,39명,25명/17명
솔닥,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),-,주식회사,"5,008만원",-,1개,17명,37명,2명/16명
산군,포털 및 기타 인터넷 정보 매개 서비스업,5년 (2019년 설립),-,주식회사,"4,308만원",-,1개,8명,8명,2명/1명
뮤직카우,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),"133억 5,267만원",주식회사,"6,032만원",-,1개,66명,115명,33명/44명
비마이프렌즈,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),비공개,주식회사,비공개,https://bemyfriends.com/,1개,비공개,비공개,비공개
인테리어티쳐,전문 디자인업,3년 (2021년 설립),"4억 1,227만원",,"3,905만원",-,1개,44명,,
나인에이엠,그 외 기타 사업 지원 서비스업,5년 (2019년 설립),-,주식회사,"4,989만원",-,1개,7명,12명,3명/8명
지엔터프라이즈,시스템ㆍ응용 소프트웨어 개발 및 공급업,8년 (2016년 설립),"3억 5,263만원",주식회사,"5,531만원",-,1개,45명,73명,21명/44명
크레이지알파카,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),"8,554만원",주식회사,"4,074만원",-,1개,13명,13명,2명/4명
레진엔터테인먼트,시스템ㆍ응용 소프트웨어 개발 및 공급업,11년 (2013년 설립),"613억 4,210만원",주식회사,비공개,https://about.lezhin.com/ko,2개,비공개,비공개,비공개
삼분의일,통신 판매업,7년 (2017년 설립),76억 169만원,,"2,768만원",-,1개,20명,,
위버스컴퍼니,통신 판매업,4년 (2020년 설립),"2,394억 107만원",주식회사,"6,032만원",-,1개,0명,412명,48명/110명
큐빅,시스템ㆍ응용 소프트웨어 개발 및 공급업,1년 (2023년 설립),-,주식회사,"4,562만원",-,1개,4명,13명,6명/11명
빅크,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,주식회사,"4,928만원",-,1개,39명,41명,28명/32명
딜리버스,포털 및 기타 인터넷 정보 매개 서비스업,3년 (2021년 설립),-,,"3,959만원",-,2개,23명,,
그리드위즈,"컴퓨터 시스템 통합 자문, 구축 및 관리업",11년 (2013년 설립),"428억 1,617만원",기타 법인,"5,500만원",-,1개,100명,109명,21명/25명
딜러타이어,자동차 신품 부품 및 내장품 판매업,6년 (2018년 설립),-,주식회사,"4,823만원",-,1개,32명,48명,12명/26명
패러다임시프트,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,,-,-,1개,2명,,
메디테라피,통신 판매업,7년 (2017년 설립),"338억 4,761만원",주식회사,"4,278만원",-,1개,66명,111명,42명/70명
에이아이트릭스,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),"1,909만원",주식회사,"6,032만원",-,1개,36명,101명,19명/76명
플레어랩스,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,,-,-,1개,2명,,
나눔비타민,시스템ㆍ응용 소프트웨어 개발 및 공급업,1년 (2023년 설립),-,주식회사,"1,767만원",-,1개,6명,9명,3명/4명
메이아이,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),"1억 7,111만원",기타 법인,"5,300만원",-,1개,28명,37명,8명/17명
망고부스트,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,기타 법인,"5,932만원",-,1개,42명,71명,2명/16명
서린컴퍼니,"의약품, 의료용품 및 화장품 도매업",6년 (2018년 설립),-,주식회사,"4,800만원",-,1개,42명,92명,12명/42명
오아시스비즈니스,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),"2,224만원",주식회사,"5,304만원",-,1개,14명,24명,17명/19명
애기야가자,포털 및 기타 인터넷 정보 매개 서비스업,4년 (2020년 설립),"4억 1,724만원",주식회사,"2,577만원",-,1개,27명,29명,15명/8명
커넥팅더닷츠,"도장, 도배 및 내장 공사업",1년 (2023년 설립),-,주식회사,"4,129만원",-,1개,1명,73명,69명/56명
노써치,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),-,주식회사,"4,539만원",-,1개,19명,21명,9명/7명
알엑스씨,통신 판매업,3년 (2021년 설립),-,,"5,335만원",-,1개,134명,,
핸드허그,그 외 기타 정보 서비스업,6년 (2018년 설립),"68억 2,664만원",주식회사,"3,047만원",www.handhug.kr,1개,141명,54명,170명/82명
휴마트컴퍼니,시스템ㆍ응용 소프트웨어 개발 및 공급업,8년 (2016년 설립),"10억 7,638만원",,"5,852만원",-,1개,6명,,
뷰노,시스템ㆍ응용 소프트웨어 개발 및 공급업,10년 (2014년 설립),"22억 4,788만원",주식회사,"8,090만원",www.vuno.co,1개,148명,151명,34명/38명
페퍼앤솔트,상품 종합 도매업,2년 (2022년 설립),-,주식회사,"5,274만원",-,1개,3명,11명,3명/11명
비링커,1차 금속제품 및 금속광물 도매업,1년 (2023년 설립),-,기타 법인,"3,889만원",-,1개,2명,5명,0명/3명
리클,의복 소매업,4년 (2020년 설립),-,주식회사,"3,236만원",-,1개,72명,72명,119명/105명
메디쿼터스,통신 판매업,7년 (2017년 설립),"648억 7,880만원",주식회사,"4,416만원",-,1개,279명,261명,137명/132명
오토피디아,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),"23억 4,132만원",주식회사,"5,041만원",-,1개,45명,24명,39명/17명
아우토크립트,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),"77억 7,167만원",주식회사,"5,536만원",-,1개,308명,270명,113명/63명
펫닥,그 외 기타 상품 전문 소매업,7년 (2017년 설립),-,주식회사,"4,479만원",-,1개,41명,101명,26명/89명
스마트스코어,그 외 기타 정보 서비스업,10년 (2014년 설립),"427억 9,274만원",주식회사,"4,990만원",-,3개,161명,293명,128명/140명
스튜디오씨드코리아,시스템ㆍ응용 소프트웨어 개발 및 공급업,9년 (2015년 설립),"37억 7,187만원",주식회사,"5,727만원",-,1개,58명,57명,24명/21명
딜리셔스,통신 판매업,11년 (2013년 설립),"179억 8,089만원",주식회사,"5,173만원",-,1개,242명,206명,91명/51명
와그,컴퓨터 프로그래밍 서비스업,9년 (2015년 설립),"6억 2,083만원",주식회사,"4,389만원",-,1개,41명,62명,27명/33명
아파트너,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),30억 616만원,,"2,705만원",-,1개,69명,,
텐핑거스,시스템ㆍ응용 소프트웨어 개발 및 공급업,10년 (2014년 설립),"11억 1,685만원",주식회사,"3,683만원",-,1개,31명,39명,37명/49명
모니모니,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),비공개,,비공개,https://www.monymony.co,1개,13명,,
못난이마켓,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,주식회사,"2,622만원",-,1개,1명,5명,3명/4명
콜로세움코퍼레이션,그 외 기타 운송관련 서비스업,5년 (2019년 설립),"21억 3,842만원",주식회사,"4,408만원",-,1개,48명,84명,34명/39명
한국딥러닝,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),-,,비공개,https://www.koreadeep.com,1개,비공개,,
올라운드닥터스,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,기타 법인,"5,852만원",-,1개,13명,16명,2명/3명
플로틱,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,기타 법인,"5,620만원",-,1개,18명,37명,12명/18명
폴라리스쓰리디,"항공기, 우주선 및 보조장치 제조업",6년 (2018년 설립),-,주식회사,"4,460만원",-,1개,20명,44명,17명/19명
고피자,외국식 음식점업,7년 (2017년 설립),"107억 5,669만원",주식회사,"2,940만원",-,1개,108명,125명,185명/192명
디셈버앤컴퍼니,시스템ㆍ응용 소프트웨어 개발 및 공급업,11년 (2013년 설립),-,주식회사,"5,932만원",http://www.dco.com,1개,100명,50명,20명/10명
다이노즈,포털 및 기타 인터넷 정보 매개 서비스업,2년 (2022년 설립),-,,"2,836만원",-,1개,7명,,
더리얼그룹,상품 중개업,4년 (2020년 설립),-,,"3,219만원",-,1개,4명,,
블루랩스,자연과학 연구개발업,2년 (2022년 설립),-,주식회사,"3,140만원",-,1개,1명,3명,3명/2명
십일리터,통신 판매업,3년 (2021년 설립),-,주식회사,"3,231만원",-,1개,5명,10명,5명/8명
솜씨당컴퍼니,컴퓨터 프로그래밍 서비스업,6년 (2018년 설립),"16억 3,710만원",주식회사,"4,338만원",-,1개,30명,29명,18명/19명
오픈놀,게임 소프트웨어 개발 및 공급업,12년 (2012년 설립),"108억 6,642만원",주식회사,"3,270만원",openknowl.com,1개,105명,143명,72명/85명
브릿지코드,컴퓨터 프로그래밍 서비스업,4년 (2020년 설립),266만원,주식회사,"4,105만원",-,1개,11명,16명,9명/10명
마크비전코리아,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),-,기타 법인,"4,445만원",-,1개,110명,140명,59명/87명
코드박스,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),"4억 5,650만원",주식회사,"4,672만원",-,1개,27명,37명,9명/15명
홀릭스팩토리,게임 소프트웨어 개발 및 공급업,12년 (2012년 설립),-,,"4,371만원",-,1개,17명,,
올라핀테크,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),"10억 4,632만원",주식회사,"4,330만원",-,1개,21명,41명,13명/20명
모라이,공학 연구개발업,6년 (2018년 설립),"20억 4,483만원",기타 법인,"5,252만원",-,1개,86명,162명,40명/94명
푸드팡,통신 판매업,8년 (2016년 설립),"172억 9,660만원",주식회사,"4,157만원",-,1개,98명,66명,44명/19명
프렌들리에이아이,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,기타 법인,"5,141만원",-,1개,14명,27명,6명/12명
크라우드웍스,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),"84억 9,281만원",주식회사,"5,073만원",www.crowdworks.kr,1개,169명,180명,237명/223명
와트,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),"2억 8,977만원",기타 법인,"4,795만원",-,1개,11명,16명,6명/6명
차지인,기타 기계 및 장비 도매업,2년 (2022년 설립),-,주식회사,"2,146만원",-,1개,1명,3명,1명/1명
콜라보그라운드,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),"2,626만원",주식회사,"5,546만원",-,1개,11명,11명,4명/4명
키토크에이아이,경영 컨설팅 및 공공 관계 서비스업,10년 (2014년 설립),-,주식회사,"4,609만원",-,1개,89명,29명,13명/16명
루티너리,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),"1억 9,288만원",주식회사,"4,233만원",-,1개,6명,8명,4명/4명
구름,시스템ㆍ응용 소프트웨어 개발 및 공급업,11년 (2013년 설립),"30억 3,402만원",주식회사,"4,401만원",-,1개,104명,140명,53명/86명
호갱노노,,,,,,,,,,
헤메코,"의약품, 의료용품 및 화장품 도매업",2년 (2022년 설립),-,주식회사,"3,201만원",-,1개,12명,26명,2명/12명
플랙스뉴럴랩스,통신 판매업,4년 (2020년 설립),-,주식회사,"4,024만원",-,1개,7명,14명,7명/4명
티르티르,"의약품, 의료용품 및 화장품 도매업",5년 (2019년 설립),"465억 6,086만원",주식회사,"4,486만원",-,1개,103명,139명,74명/101명
엠에이치지,경영 컨설팅 및 공공 관계 서비스업,4년 (2020년 설립),-,주식회사,"3,731만원",-,1개,40명,13명,32명/11명
투슬래시포,"의약품, 의료용품 및 화장품 도매업",2년 (2022년 설립),-,주식회사,"5,158만원",-,1개,1명,6명,1명/3명
티엠알파운더스,통신 판매업,2년 (2022년 설립),-,주식회사,"4,559만원",-,1개,4명,17명,5명/14명
로보아르테,가전제품 소매업,6년 (2018년 설립),4억 927만원,주식회사,"3,666만원",-,1개,31명,18명,27명/12명
바바그라운드,여행사업,4년 (2020년 설립),-,,"3,552만원",-,1개,3명,,
리얼드로우,컴퓨터 프로그래밍 서비스업,1년 (2023년 설립),비공개,기타 법인,비공개,realdraw.ai,1개,비공개,비공개,비공개
올림플래닛,,,,,,,,,,
센디,시스템ㆍ응용 소프트웨어 개발 및 공급업,11년 (2013년 설립),"39억 1,649만원",주식회사,"4,813만원",-,1개,35명,43명,6명/10명
클레온,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),"3억 7,210만원",주식회사,"5,406만원",-,1개,46명,32명,27명/18명
수퍼게이트,전자집적회로 제조업,5년 (2019년 설립),"64억 4,231만원",기타 법인,"5,320만원",-,1개,45명,61명,7명/21명
렛서,시스템ㆍ응용 소프트웨어 개발 및 공급업,0년 (2024년 설립),-,주식회사,"4,754만원",-,1개,10명,23명,4명/13명
바리코퍼레이션,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),-,주식회사,"4,749만원",https://www.reitwagen.co.kr/,1개,18명,13명,18명/10명
애즈위메이크,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),-,,"4,343만원",-,1개,10명,,
플래튼,그 외 기타 정보 서비스업,3년 (2021년 설립),-,주식회사,"5,829만원",-,1개,19명,35명,14명/27명
이모코그,컴퓨터 프로그래밍 서비스업,3년 (2021년 설립),-,기타 법인,"5,476만원",-,1개,23명,31명,13명/12명
더자람컴퍼니,교육 지원 서비스업,3년 (2021년 설립),"3억 2,200만원",,"3,257만원",-,1개,7명,,
로완,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),"2억 3,741만원",,"4,641만원",-,1개,34명,,
파운트,그 외 기타 정보 서비스업,9년 (2015년 설립),"13억 2,293만원",기타 법인,"4,518만원",-,1개,40명,42명,29명/18명
잡코리아,그 외 기타 정보 서비스업,28년 (1996년 설립),-,유한책임회사,"6,032만원",jobkorea.co.kr,1개,18명,458명,142명/98명
두물머리,그 외 기타 정보 서비스업,9년 (2015년 설립),"2억 3,874만원",주식회사,"5,852만원",-,1개,14명,12명,0명/0명
놀이의발견,통신 판매업,4년 (2020년 설립),"6억 2,313만원",주식회사,"4,439만원",-,1개,53명,51명,50명/46명
메이크보그,통신 판매업,3년 (2021년 설립),-,주식회사,"3,332만원",-,1개,6명,11명,1명/4명
하이컨시,일반 교습학원,7년 (2017년 설립),"1,838억 9,204만원",주식회사,"3,876만원",-,1개,292명,720명,146명/428명
세이프닥,그 외 기타 정보 서비스업,6년 (2018년 설립),-,주식회사,"4,693만원",-,1개,15명,23명,14명/20명
블랙키위,그 외 기타 정보 서비스업,0년 (2024년 설립),-,,"5,162만원",-,1개,1명,,
보령바이오파마,-,29년 (1995년 설립),"1,391억 3,278만원",주식회사,"5,549만원",-,1개,248명,269명,59명/83명
스텝하우,시스템ㆍ응용 소프트웨어 개발 및 공급업,0년 (2024년 설립),-,주식회사,"2,393만원",-,1개,1명,5명,1명/2명
페이워치코리아,통신 판매업,6년 (2018년 설립),79만원,주식회사,"5,551만원",-,1개,21명,25명,3명/7명
에이지프리,시스템ㆍ응용 소프트웨어 개발 및 공급업,0년 (2024년 설립),-,,"4,139만원",-,1개,1명,,
포페런츠,,,,,,,,,,
인이지,법무관련 서비스업,16년 (2008년 설립),-,기타 법인,"4,199만원",-,1개,24명,33명,5명/13명
고수플러스,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,,-,-,1개,11명,,
데이오프컴퍼니,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,주식회사,"5,377만원",-,1개,5명,9명,3명/7명
퍼즐벤처스,시스템ㆍ응용 소프트웨어 개발 및 공급업,8년 (2016년 설립),"2억 4,038만원",주식회사,"4,243만원",-,1개,17명,19명,1명/0명
위메프,통신 판매업,4년 (2020년 설립),-,,"2,679만원",-,1개,35명,,
퀀팃,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),"8억 4,519만원",주식회사,"5,784만원",-,1개,53명,61명,22명/34명
이오스튜디오,"영화, 비디오물 및 방송 프로그램 제작업",4년 (2020년 설립),-,주식회사,"4,485만원",-,1개,16명,22명,12명/10명
이마고웍스,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),"18억 7,426만원",주식회사,"5,154만원",https://www.dentbird.com/,1개,77명,95명,9명/20명
오픈엣지테크놀로지,엔지니어링 서비스업,7년 (2017년 설립),"51억 8,586만원",주식회사,"10,864만원",www.openedges.com,1개,68명,95명,19명/28명
큐리어슬리,포털 및 기타 인터넷 정보 매개 서비스업,12년 (2012년 설립),"51억 7,108만원",주식회사,"4,375만원",-,1개,55명,49명,13명/13명
모노랩스,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),"16억 8,244만원",주식회사,"5,026만원",-,1개,35명,28명,6명/2명
퓨처커넥트,외국식 음식점업,1년 (2023년 설립),-,주식회사,"4,323만원",-,4개,6명,13명,12명/5명
같다,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),"5억 8,185만원",주식회사,"4,091만원",-,1개,17명,13명,12명/3명
천명앤컴퍼니,포털 및 기타 인터넷 정보 매개 서비스업,5년 (2019년 설립),"13억 8,987만원",주식회사,"5,882만원",-,1개,21명,25명,6명/1명
타이드스퀘어,기타 여행 보조 및 예약 서비스업,14년 (2010년 설립),"92억 9,563만원",주식회사,"5,132만원",-,1개,403명,435명,114명/149명
모두닥,포털 및 기타 인터넷 정보 매개 서비스업,6년 (2018년 설립),"1억 4,989만원",주식회사,"4,799만원",-,1개,16명,16명,4명/2명
업라이즈,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),"217억 9,170만원",주식회사,"5,870만원",-,1개,43명,68명,58명/15명
멋쟁이사자처럼,일반 교습학원,6년 (2018년 설립),"60억 9,470만원",주식회사,비공개,https://likelion.career.greetinghr.com/,1개,비공개,비공개,비공개
큐피스트,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),"112억 7,107만원",주식회사,"5,329만원",-,1개,45명,36명,25명/27명
옴니어스,포털 및 기타 인터넷 정보 매개 서비스업,9년 (2015년 설립),"18억 6,382만원",,"5,882만원",-,1개,54명,,
패스트파이브,"도장, 도배 및 내장 공사업",3년 (2021년 설립),"827억 9,101만원",주식회사,"5,033만원",-,1개,16명,263명,109명/83명
케이뱅크,그 외 기타 금융업,8년 (2016년 설립),-,주식회사,"7,873만원",www.kbanknow.com,1개,521명,581명,79명/147명
마이플레이컴퍼니,포털 및 기타 인터넷 정보 매개 서비스업,8년 (2016년 설립),"39억 7,610만원",주식회사,"4,591만원",-,1개,28명,44명,8명/15명
비모뉴먼트,식료품 소매업,8년 (2016년 설립),"692억 4,662만원",주식회사,"4,791만원",-,1개,72명,113명,3명/14명
미로,그 외 기타 정보 서비스업,6년 (2018년 설립),"15억 8,996만원",주식회사,"4,694만원",-,1개,9명,9명,5명/3명
테이블링,시스템ㆍ응용 소프트웨어 개발 및 공급업,8년 (2016년 설립),"2억 3,911만원",주식회사,"4,614만원",-,1개,64명,89명,22명/35명
쑥쑥컴퍼니,"세제, 화장품 및 광택제 제조업",2년 (2022년 설립),-,주식회사,"3,677만원",-,1개,11명,24명,17명/29명
텔레픽스,공학 연구개발업,5년 (2019년 설립),"12억 1,742만원",기타 법인,"5,379만원",https://telepix.net/,1개,45명,70명,31명/47명
매쓰홀릭,시스템ㆍ응용 소프트웨어 개발 및 공급업,13년 (2011년 설립),"69억 5,189만원",주식회사,"5,091만원",-,1개,43명,57명,15명/19명
펫봄,그 외 기타 정보 서비스업,3년 (2021년 설립),-,주식회사,"3,747만원",-,1개,2명,5명,0명/0명
스켈터랩스,시스템ㆍ응용 소프트웨어 개발 및 공급업,8년 (2016년 설립),"15억 2,402만원",기타 법인,"5,882만원",-,1개,47명,43명,18명/11명
시나몬,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,9년 (2015년 설립),"71억 6,736만원",주식회사,"5,677만원",-,1개,71명,65명,29명/39명
시놀,시스템ㆍ응용 소프트웨어 개발 및 공급업,1년 (2023년 설립),-,주식회사,"2,543만원",-,1개,4명,6명,6명/4명
와이즈에이아이,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),"8억 2,183만원",주식회사,"4,695만원",-,2개,38명,64명,13명/35명
랜식,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,기타 법인,"3,218만원",-,1개,2명,3명,0명/0명
그린리본,그 외 기타 정보 서비스업,4년 (2020년 설립),-,,"4,236만원",-,1개,21명,,
어니스트에이아이,통신 판매업,9년 (2015년 설립),"78억 6,482만원",주식회사,"5,685만원",-,1개,58명,42명,5명/5명
에니아이,공학 연구개발업,4년 (2020년 설립),-,기타 법인,"4,562만원",-,1개,23명,43명,11명/27명
제제미미,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),"4,407만원",,"3,483만원",-,1개,10명,,
코워크위더스,고용 알선업,4년 (2020년 설립),-,주식회사,"3,623만원",-,1개,2명,7명,3명/6명
코드넛,,,,,,,,,,
토스뱅크,일반은행,4년 (2020년 설립),-,기타 법인,"6,032만원",-,1개,456명,596명,80명/213명
백퍼센트,재생용 재료 및 기타 상품 전문 도매업,5년 (2019년 설립),-,,"4,123만원",-,1개,25명,,
플필,그 외 기타 정보 서비스업,2년 (2022년 설립),-,주식회사,"3,460만원",-,1개,7명,11명,7명/9명
뉴빌리티,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),"1억 8,768만원",주식회사,"4,550만원",https://www.neubility.co.kr/,1개,84명,121명,59명/80명
내이루리,,,,,,,,,,
하이퍼라운지,그 외 기타 정보 서비스업,2년 (2022년 설립),-,주식회사,"5,113만원",-,1개,0명,37명,61명/50명
엘알에이치알,상품 중개업,3년 (2021년 설립),-,,"3,510만원",-,1개,8명,,
에스엘디티,시스템ㆍ응용 소프트웨어 개발 및 공급업,17년 (2007년 설립),"16억 2,576만원",주식회사,"5,078만원",-,1개,143명,129명,104명/106명
몬드리안에이아이,"컴퓨터 시스템 통합 자문, 구축 및 관리업",6년 (2018년 설립),18억 201만원,주식회사,"4,304만원",-,1개,25명,32명,12명/8명
매드업,시스템ㆍ응용 소프트웨어 개발 및 공급업,9년 (2015년 설립),"192억 9,807만원",주식회사,"4,652만원",-,1개,291명,302명,121명/177명
해피문데이,통신 판매업,6년 (2018년 설립),비공개,주식회사,비공개,happymoonday.com,1개,비공개,비공개,비공개
슈퍼메이커즈,식료품 소매업,0년 (2024년 설립),"140억 1,558만원",주식회사,"3,137만원",-,1개,264명,208명,119명/82명
메이크스타,"영화, 비디오물 및 방송 프로그램 제작업",1년 (2023년 설립),"297억 2,682만원",주식회사,"3,721만원",-,1개,0명,140명,64명/101명
카카오뱅크,일반은행,8년 (2016년 설립),-,주식회사,"10,236만원",-,1개,"1,490명","1,586명",214명/291명
서북,"영화, 비디오물 및 방송 프로그램 제작업",4년 (2020년 설립),-,주식회사,"3,662만원",-,1개,63명,118명,46명/94명
브이원씨,신탁업 및 집합 투자업,2년 (2022년 설립),-,주식회사,"5,852만원",-,1개,3명,9명,7명/5명
이상한마케팅,광고 대행업,6년 (2018년 설립),비공개,주식회사,비공개,https://isanghan.co.kr/,1개,42명,56명,40명/11명
팔로,시스템ㆍ응용 소프트웨어 개발 및 공급업,4년 (2020년 설립),-,주식회사,"4,871만원",-,1개,8명,8명,3명/4명
그룹바이에이치알,포털 및 기타 인터넷 정보 매개 서비스업,2년 (2022년 설립),-,기타 법인,"3,465만원",-,1개,8명,14명,2명/8명
호두랩스,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),"51억 2,113만원",주식회사,"4,407만원",-,1개,65명,37명,17명/15명
홈즈컴퍼니,"컴퓨터 시스템 통합 자문, 구축 및 관리업",9년 (2015년 설립),-,주식회사,"5,711만원",-,1개,29명,36명,22명/25명
소테리아,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),-,,"5,727만원",-,1개,2명,,
키노라이츠,그 외 기타 정보 서비스업,6년 (2018년 설립),"2억 5,393만원",,"3,719만원",-,1개,27명,,
세일즈맵,시스템ㆍ응용 소프트웨어 개발 및 공급업,1년 (2023년 설립),-,,-,-,1개,2명,,
루센트블록,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),"9,000만원",기타 법인,"5,012만원",-,1개,43명,34명,24명/16명
파블로항공,공학 연구개발업,6년 (2018년 설립),9억 4만원,주식회사,"4,808만원",-,1개,25명,146명,32명/57명
오토노머스에이투지,엔지니어링 서비스업,6년 (2018년 설립),"52억 8,964만원",기타 법인,"5,083만원",-,1개,128명,153명,27명/58명
뽀득,통신 판매업,7년 (2017년 설립),"31억 4,756만원",기타 법인,"3,454만원",-,1개,213명,182명,125명/125명
보나캠프,시스템ㆍ응용 소프트웨어 개발 및 공급업,24년 (2000년 설립),"57억 7,621만원",주식회사,"4,327만원",-,1개,57명,85명,38명/49명
블루시그넘,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,,"3,217만원",https://bluesignum2023.career.greetinghr.com/,1개,7명,,
애디터,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),-,,"4,592만원",-,1개,4명,,
미스터멘션,기타 여행 보조 및 예약 서비스업,8년 (2016년 설립),"20억 5,869만원",주식회사,"3,814만원",-,1개,44명,14명,36명/12명
온택트헬스,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),"6억 3,329만원",기타 법인,"5,200만원",-,1개,42명,74명,34명/45명
아워스페이스,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,,"5,223만원",-,1개,3명,,
제트에이아이,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,주식회사,"4,818만원",-,1개,12명,17명,6명/9명
해치랩스,시스템ㆍ응용 소프트웨어 개발 및 공급업,6년 (2018년 설립),38억 806만원,기타 법인,"5,852만원",-,1개,40명,19명,45명/9명
포티투닷,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),4억 203만원,주식회사,"6,032만원",-,1개,413명,588명,140명/301명
태그바이컴퍼니,포털 및 기타 인터넷 정보 매개 서비스업,8년 (2016년 설립),"48억 1,239만원",주식회사,"3,375만원",-,1개,38명,50명,27명/28명
비브리지,그 외 기타 정보 서비스업,4년 (2020년 설립),-,,"4,570만원",-,1개,9명,,
한국프롭테크,그 외 기타 협회 및 단체,5년 (2019년 설립),-,기타 법인,"3,691만원",-,1개,5명,6명,4명/3명
피플벤처스,그 외 기타 정보 서비스업,10년 (2014년 설립),"192억 8,422만원",주식회사,"4,160만원",-,1개,43명,43명,24명/23명
아티피셜소사이어티,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,주식회사,"4,655만원",-,1개,10명,10명,2명/1명
히츠,통신 판매업,7년 (2017년 설립),104억 11만원,주식회사,"3,987만원",-,1개,32명,38명,14명/23명
피클플러스,컴퓨터 프로그래밍 서비스업,4년 (2020년 설립),-,주식회사,"5,222만원",-,1개,5명,30명,7명/18명
꾸까,그 외 기타 상품 전문 소매업,10년 (2014년 설립),"98억 2,831만원",주식회사,"2,862만원",-,1개,114명,76명,67명/67명
씨엠아이파트너스,의복 소매업,9년 (2015년 설립),"62억 1,101만원",주식회사,"5,013만원",https://moomooz.co.kr/,1개,72명,32명,3명/5명
넥스트유니콘,,,,,,,,,,
