회사,표준산업분류,연혁,매출액,기업유형,평균연봉,홈페이지,고용보험 사업장 수,고용보험 가입 사원수,국민연금 가입 사원수,퇴사/입사 (1년)
이스타코,"의약품, 의료용품 및 화장품 도매업",2년 (2022년 설립),-,주식회사,"2,799만원",-,1개,1명,5명,0명/3명
태림포장,골판지 및 골판지 가공제품 제조업,25년 (1999년 설립),-,기타 법인,"6,032만원",-,1개,118명,104명,14명/9명
아세아제지,종이 및 판지 제조업,29년 (1995년 설립),-,기타 법인,"6,032만원",-,1개,121명,108명,32명/20명
화천기계,가공 공작기계 제조업,29년 (1995년 설립),-,기타 법인,"6,032만원",-,1개,200명,195명,29명/30명
CJ씨푸드,수산동물 가공 및 저장 처리업,48년 (1976년 설립),-,주식회사,"5,272만원",www.cjseafood.net,1개,180명,346명,68명/66명
SHD,의복 소매업,1년 (2023년 설립),-,기타 법인,"2,471만원",-,1개,1명,5명,3명/6명
조일알미늄,"비철금속 압연, 압출 및 연신제품 제조업",39년 (1985년 설립),"5,623억 8,500만원",주식회사,"5,614만원",www.choilal.co.kr,1개,393명,358명,55명/69명
에스엘,상품 종합 도매업,4년 (2020년 설립),-,주식회사,"2,775만원",-,1개,4명,10명,3명/4명
영원무역홀딩스,그 외 기타 금융업,50년 (1974년 설립),-,주식회사,"8,002만원",-,1개,49명,51명,13명/16명
더존비즈온,시스템ㆍ응용 소프트웨어 개발 및 공급업,47년 (1977년 설립),"3,137억 7,722만원",주식회사,"5,523만원",www.douzone.com,1개,"1,549명","1,758명",314명/321명
보령,자연과학 연구개발업,61년 (1963년 설립),-,주식회사,"7,496만원",www.boryung.co.kr,4개,"1,547명","1,643명",277명/406명
이건산업,토목 시설물 건설업,52년 (1972년 설립),"1,462억 6,891만원",주식회사,"6,115만원",www.eagon.com,1개,100명,217명,69명/65명
모나리자,,,,,,,,,,
대구백화점,대형 종합 소매업,55년 (1969년 설립),"700억 6,100만원",주식회사,"3,709만원",www.debec.co.kr,1개,164명,124명,15명/4명
우성,광고 대행업,9년 (2015년 설립),-,,"1,865만원",-,1개,3명,,
유성기업,"비철금속 제련, 정련 및 합금 제조업",12년 (2012년 설립),-,기타 법인,"3,226만원",-,1개,3명,3명,2명/1명
한일철강,"비철금속 압연, 압출 및 연신제품 제조업",29년 (1995년 설립),-,기타 법인,"4,387만원",-,1개,29명,19명,5명/3명
삼익악기,악기 제조업,51년 (1973년 설립),"1,515억 4,718만원",주식회사,"6,793만원",www.samick.co.kr,1개,55명,40명,12명/11명
보해양조,증류주 및 합성주 제조업,72년 (1952년 설립),-,주식회사,"4,972만원",www.bohae.co.kr,1개,153명,226명,29명/10명
상상인증권,증권 및 선물 중개업,70년 (1954년 설립),-,주식회사,"8,692만원",www.sangsanginib.com,1개,151명,275명,66명/96명
혜인,건축 및 조경 설계 서비스업,14년 (2010년 설립),-,,"5,496만원",-,1개,1명,,
금강공업,회사본부,29년 (1995년 설립),-,기타 법인,"6,032만원",-,1개,185명,186명,18명/22명
플레이그램,화학 물질 및 화학제품 도매업,50년 (1974년 설립),-,주식회사,"4,351만원",nk-ms.com,2개,21명,23명,2명/2명
율촌화학,포장용 플라스틱제품 제조업,51년 (1973년 설립),-,주식회사,-,www.youlchon.com,1개,76명,-,-
신원,부동산 관리업,26년 (1998년 설립),-,기타 법인,"3,319만원",-,36개,266명,57명,20명/25명
동방,"컴퓨터 및 주변장치, 소프트웨어 도매업",18년 (2006년 설립),-,기타 법인,"5,378만원",-,2개,38명,31명,16명/8명
한국쉘석유,석유 정제물 재처리업,64년 (1960년 설립),"3,016억 4,219만원",주식회사,"10,926만원",www.shell.co.kr,1개,117명,32명,4명/5명
부광약품,완제 의약품 제조업,64년 (1960년 설립),"1,816억 3,066만원",주식회사,"6,170만원",www.bukwang.co.kr,1개,613명,543명,148명/82명
풍산홀딩스,"목재 상자, 드럼 및 적재판 제조업",29년 (1995년 설립),-,기타 법인,"5,852만원",-,1개,17명,4명,1명/0명
부국증권,증권 및 선물 중개업,70년 (1954년 설립),-,주식회사,"19,393만원",www.bookook.co.kr,1개,278명,284명,62명/41명
계양전기,"날붙이, 수공구 및 일반 철물 제조업",47년 (1977년 설립),"3,762억 5,856만원",주식회사,"7,333만원",www.keyang.co.kr,1개,719명,726명,83명/100명
한솔테크닉스,"텔레비전, 비디오 및 기타 영상 기기 제조업",29년 (1995년 설립),"6,156억 5,351만원",주식회사,"5,003만원",-,1개,636명,531명,185명/86명
DB금융투자,증권 및 선물 중개업,42년 (1982년 설립),-,주식회사,"11,082만원",db-fi.com,1개,839명,785명,102명/105명
한미사이언스,그 외 기타 사업 지원 서비스업,51년 (1973년 설립),-,주식회사,"7,378만원",www.hanmiscience.co.kr,1개,424명,432명,99명/137명
삼진제약,기초 의약 물질 및 생물학적 제제 제조업,56년 (1968년 설립),"2,500억 7,035만원",주식회사,"8,104만원",www.samjinpharm.co.kr,1개,737명,772명,74명/80명
범양건영,비주거용 건물 건설업,66년 (1958년 설립),"1,080억 7,533만원",주식회사,"5,594만원",www.iby.co.kr,1개,185명,122명,43명/27명
파미셀,그 외 기타 화학제품 제조업,56년 (1968년 설립),"601억 8,200만원",주식회사,"6,077만원",www.pharmicell.com,1개,16명,16명,10명/8명
동국홀딩스,비주거용 건물 건설업,70년 (1954년 설립),-,주식회사,"10,009만원",www.dongkuk.co.kr,2개,188명,37명,8명/13명
대원전선,절연선 및 케이블 제조업,55년 (1969년 설립),"4,640억 8,908만원",주식회사,"6,676만원",www.daewoncable.co.kr,2개,149명,139명,14명/16명
이수화학,기초 유기화학 물질 제조업,55년 (1969년 설립),"1조 3,186억 7,634만원",주식회사,"11,174만원",www.isuchemical.co.kr,1개,67명,299명,195명/45명
삼성증권,증권 및 선물 중개업,42년 (1982년 설립),-,주식회사,"14,065만원",www.samsungpop.com,1개,"2,720명","2,562명",284명/251명
삼영무역,상품 종합 도매업,65년 (1959년 설립),"2,929억 9,166만원",주식회사,"6,191만원",www.samyung.co.kr,1개,55명,50명,6명/2명
한양증권,증권 및 선물 중개업,68년 (1956년 설립),-,주식회사,"13,629만원",www.hygood.co.kr,1개,519명,519명,117명/175명
금호석유화학,합성고무 및 플라스틱 물질 제조업,48년 (1976년 설립),"5조 5,012억 8,208만원",주식회사,"9,635만원",www.kkpc.com,7개,"1,376명",464명,43명/51명
유안타증권,증권 및 선물 중개업,62년 (1962년 설립),-,주식회사,"10,517만원",www.yuantakorea.com,1개,"1,733명","1,672명",154명/159명
제일파마홀딩스,경영 컨설팅 및 공공 관계 서비스업,65년 (1959년 설립),-,주식회사,"7,514만원",www.jeilpharm.co.kr,1개,35명,37명,7명/6명
에이엔피,인쇄회로기판 및 전자부품 실장기판 제조업,43년 (1981년 설립),"692억 8,578만원",주식회사,"3,840만원",anpcb.co.kr,2개,327명,94명,33명/22명
한창제지,종이 및 판지 제조업,51년 (1973년 설립),"2,149억 2,400만원",주식회사,"6,283만원",www.hcpaper.co.kr,1개,230명,213명,21명/22명
넥센,,,,,,,,,,
삼성공조,건물설비 설치 공사업,9년 (2015년 설립),-,기타 법인,"5,131만원",-,2개,7명,8명,1명/3명
세방전지,전기 공사업,72년 (1952년 설립),"1조 2,439억 2,331만원",주식회사,"8,982만원",www.gbattery.com,2개,212명,418명,90명/95명
진원생명과학,회사본부,48년 (1976년 설립),"342억 2,058만원",주식회사,"8,400만원",www.genels.com,2개,50명,28명,26명/7명
참엔지니어링,엔지니어링 서비스업,18년 (2006년 설립),-,기타 법인,"4,096만원",-,1개,16명,7명,1명/0명
한국무브넥스,자동차 차체용 신품 부품 제조업,50년 (1974년 설립),-,주식회사,"7,246만원",www.koreamovenex.com,1개,480명,469명,72명/84명
코스모신소재,마그네틱 및 광학 매체 제조업,51년 (1973년 설립),"4,856억 524만원",주식회사,"8,735만원",www.cosmoamt.com,1개,389명,395명,24명/50명
덕성,소화물 전문 운송업,0년 (2024년 설립),-,,-,-,1개,0명,,
신영증권,증권 및 선물 중개업,68년 (1956년 설립),-,주식회사,"11,346만원",www.shinyoung.com,1개,663명,642명,88명/103명
유화증권,증권 및 선물 중개업,62년 (1962년 설립),-,주식회사,"5,198만원",www.yhs.co.kr,1개,65명,68명,25명/31명
한신기계공업,기타 특수 목적용 기계 제조업,29년 (1995년 설립),"533억 7,686만원",기타 법인,"5,408만원",-,1개,21명,11명,2명/1명
코스모화학,기초 무기화학 물질 제조업,56년 (1968년 설립),-,주식회사,-,www.cosmochem.co.kr,1개,45명,-,-
가온전선,전기 공사업,77년 (1947년 설립),"9,060억 2,235만원",주식회사,"6,888만원",www.gaoncable.com,2개,151명,148명,36명/39명
S-Oil,,,,,,,,,,
한화에어로스페이스,신용조합 및 저축기관,26년 (1998년 설립),-,기타 법인,"5,852만원",-,1개,7명,6명,1명/1명
삼화전자공업,기타 전자 부품 제조업,48년 (1976년 설립),"366억 9,786만원",주식회사,"4,686만원",www.samwha.co.kr,1개,137명,108명,26명/10명
현대제철,"철강 압연, 압출 및 연신제품 제조업",71년 (1953년 설립),"19조 9,914억 8,662만원",주식회사,"8,950만원",www.hyundai-steel.com,3개,270명,"6,686명",335명/590명
써니전자,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",58년 (1966년 설립),"158억 9,746만원",주식회사,"5,108만원",www.sunny.co.kr,1개,39명,36명,15명/11명
현대비앤지스틸,"철강 압연, 압출 및 연신제품 제조업",58년 (1966년 설립),"8,549억 5,226만원",주식회사,"6,913만원",www.hyundai-bngsteel.com,1개,486명,449명,72명/81명
사조오양,수산동물 가공 및 저장 처리업,55년 (1969년 설립),"3,288억 8,177만원",주식회사,"4,306만원",www.sajooy.com,1개,134명,123명,43명/40명
한화투자증권,증권 및 선물 중개업,62년 (1962년 설립),-,주식회사,"10,246만원",www.koreastock.co.kr,1개,"1,174명","1,081명",169명/129명
삼화전기,기타 전자 부품 제조업,51년 (1973년 설립),"1,877억 4,567만원",주식회사,"5,242만원",www.samwha.co.kr,1개,492명,445명,64명/72명
평화홀딩스,그 외 기타 금융업,74년 (1950년 설립),"153억 1,399만원",주식회사,"6,242만원",www.phhc.co.kr,1개,77명,85명,13명/19명
일신석재,시설물 축조 관련 전문공사업,53년 (1971년 설립),"1,376억 7,099만원",주식회사,"4,362만원",www.ilshinstone.co.kr,1개,90명,90명,16명/18명
KG스틸,"금속 열처리, 도금 및 기타 금속 가공업",42년 (1982년 설립),-,주식회사,"8,569만원",kg-steel.co.kr,1개,562명,"1,102명",95명/117명
아이에스동서,건축용 비내화 요업제품 제조업,49년 (1975년 설립),"1조 2,623억 5,123만원",주식회사,"8,009만원",www.isdongseo.co.kr,1개,54명,44명,25명/14명
SH에너지화학,합성고무 및 플라스틱 물질 제조업,66년 (1958년 설립),"1,392억 8,356만원",주식회사,"6,859만원",www.sh-enerchem.com,1개,133명,131명,26명/12명
대한화섬,화학섬유 제조업,29년 (1995년 설립),-,기타 법인,"6,032만원",-,1개,136명,125명,38명/32명
코리아써키트,,,,,,,,,,
신세계,"도장, 도배 및 내장 공사업",7년 (2017년 설립),"2,301억 635만원",주식회사,"4,975만원",-,1개,54명,358명,87명/73명
삼일제약,-,77년 (1947년 설립),"1,339억 5,555만원",주식회사,"6,166만원",www.samil-pharm.com,1개,553명,575명,86명/122명
인스코비,시계 및 시계 부품 제조업,54년 (1970년 설립),"363억 4,551만원",주식회사,"7,103만원",www.inscobee.com,2개,52명,45명,12명/9명
일성아이에스,기타 전기장비 제조업,11년 (2013년 설립),-,기타 법인,"5,649만원",-,1개,5명,5명,0명/0명
현대건설,주거용 건물 건설업,74년 (1950년 설립),"10조 2,463억 1,500만원",주식회사,"10,436만원",www.hdec.kr,2개,"6,666명",90명,42명/52명
TCC스틸,기타 1차 철강 제조업,65년 (1959년 설립),-,주식회사,"8,152만원",www.tccsteel.com,1개,220명,216명,17명/21명
에이프로젠바이오로직스,-,2년 (2022년 설립),-,기타 법인,"4,351만원",-,1개,278명,242명,64명/57명
F&F 홀딩스,"컴퓨터 시스템 통합 자문, 구축 및 관리업",20년 (2004년 설립),-,주식회사,"5,122만원",https://kr.dstrict.com/,1개,125명,189명,68명/68명
아남전자,"텔레비전, 비디오 및 기타 영상 기기 제조업",51년 (1973년 설립),"3,491억 2,362만원",주식회사,"6,175만원",www.aname.co.kr,1개,131명,114명,24명/16명
GS건설,-,55년 (1969년 설립),"7조 7,959억 1,529만원",주식회사,"10,678만원",www.gsconst.co.kr/,1개,"7,841명","4,302명",516명/575명
삼아알미늄,"비철금속 압연, 압출 및 연신제품 제조업",55년 (1969년 설립),"2,136억 6,822만원",주식회사,"5,526만원",www.sama-al.com,1개,77명,336명,50명/58명
한국전자홀딩스,사무 지원 서비스업,55년 (1969년 설립),116억 309만원,주식회사,"5,537만원",www.kecholdings.co.kr,1개,45명,45명,12명/12명
삼성SDI,일차전지 및 축전지 제조업,54년 (1970년 설립),-,주식회사,"10,854만원",www.samsungsdi.co.kr,1개,0명,"11,962명","1,263명/1,964명"
삼성전기,"텔레비전, 비디오 및 기타 영상 기기 제조업",51년 (1973년 설립),"7조 1,997억 1,983만원",주식회사,"4,843만원",www.sem.samsung.co.kr,1개,"12,752명","12,269명","926명/1,128명"
케이씨티시,도로 화물 운송업,29년 (1995년 설립),-,기타 법인,"5,852만원",-,2개,7명,6명,0명/0명
코오롱글로벌,회사본부,1년 (2023년 설립),-,주식회사,"6,032만원",www.kolonmobilitygroup.com/,1개,990명,159명,31명/69명
빙그레,낙농제품 및 식용 빙과류 제조업,57년 (1967년 설립),"9,840억 259만원",주식회사,"6,254만원",www.bing.co.kr,3개,"1,424명",761명,83명/75명
녹십자홀딩스,회사본부,57년 (1967년 설립),"739억 3,440만원",주식회사,"8,352만원",www.gccorp.com,1개,156명,155명,52명/37명
현대약품,완제 의약품 제조업,59년 (1965년 설립),"1,807억 6,300만원",주식회사,"6,434만원",www.hyundaipharm.co.kr,1개,298명,378명,74명/84명
남양유업,낙농제품 및 식용 빙과류 제조업,60년 (1964년 설립),"9,396억 3,714만원",주식회사,"5,390만원",www.namyangi.com,1개,609명,277명,64명/103명
남선알미늄,기타 플라스틱 제품 제조업,29년 (1995년 설립),-,기타 법인,"6,032만원",-,1개,235명,202명,34명/24명
한국화장품제조,"세제, 화장품 및 광택제 제조업",62년 (1962년 설립),"1,038억 7,700만원",주식회사,"5,135만원",www.hkcosm.com,1개,93명,99명,12명/17명
현대코퍼레이션,상품 종합 도매업,48년 (1976년 설립),"2조 8,766억 8,669만원",주식회사,"11,171만원",www.hyundaicorp.co.kr,1개,227명,257명,33명/33명
LS,시스템ㆍ응용 소프트웨어 개발 및 공급업,10년 (2014년 설립),"52억 9,060만원",주식회사,"5,515만원",-,1개,135명,61명,106명/34명
SK네트웍스,상품 종합 도매업,68년 (1956년 설립),"8조 1,524억 6,700만원",주식회사,"6,403만원",www.sknetworks.co.kr,1개,409명,373명,52명/22명
경농,살균ㆍ살충제 및 농약 제조업,67년 (1957년 설립),"1,747억 6,754만원",주식회사,"5,694만원",www.knco.co.kr,1개,294명,367명,56명/81명
티웨이홀딩스,"콘크리트, 레미콘 및 기타 시멘트, 플라스터 제품 제조업",58년 (1966년 설립),"114억 7,000만원",주식회사,"3,986만원",www.twayholdings.com,1개,7명,30명,4명/2명
동방아그로,살균ㆍ살충제 및 농약 제조업,53년 (1971년 설립),"1,334억 3,615만원",주식회사,"7,688만원",www.dongbangagro.co.kr,1개,158명,148명,20명/23명
송원산업,합성고무 및 플라스틱 물질 제조업,59년 (1965년 설립),"8,378억 2,500만원",주식회사,"9,018만원",www.songwon.com,2개,83명,608명,40명/38명
진흥기업,전기 공사업,26년 (1998년 설립),-,기타 법인,"5,778만원",-,2개,9명,3명,5명/5명
한국석유공업,그 외 기타 비금속 광물제품 제조업,20년 (2004년 설립),-,기타 법인,"5,699만원",-,1개,11명,10명,1명/2명
천일고속,부정기 육상 여객 운송업,26년 (1998년 설립),-,기타 법인,"1,593만원",-,1개,20명,9명,1명/2명
대원강업,"금속 파스너, 스프링 및 금속선 가공제품 제조업",29년 (1995년 설립),-,기타 법인,"6,032만원",-,1개,129명,118명,9명/6명
만호제강,"금속 열처리, 도금 및 기타 금속 가공업",71년 (1953년 설립),"2,132억 9,630만원",주식회사,"5,345만원",www.manhorope.com,1개,89명,127명,17명/12명
조광피혁,모피 및 가죽 제조업,58년 (1966년 설립),"1,220억 600만원",주식회사,"5,426만원",www.chokwang.co.kr,1개,126명,113명,46명/21명
세방,전기 공사업,72년 (1952년 설립),"1조 2,439억 2,331만원",주식회사,"8,982만원",www.gbattery.com,2개,212명,418명,90명/95명
동양철관,구조용 금속제품 제조업,51년 (1973년 설립),"1,442억 4,677만원",주식회사,"6,228만원",www.dysp.co.kr,1개,117명,149명,33명/26명
대유에이텍,자동차용 기타 신품 부품 제조업,64년 (1960년 설립),"4,191억 144만원",주식회사,"8,040만원",www.dayouat.co.kr,1개,316명,302명,39명/28명
남광토건,-,70년 (1954년 설립),"3,567억 4,002만원",주식회사,"7,272만원",www.namkwang.co.kr,2개,"1,875명",474명,152명/147명
삼영전자공업,기타 전자 부품 제조업,56년 (1968년 설립),"2,043억 8,390만원",주식회사,"4,945만원",www.samyoung.co.kr,1개,391명,324명,83명/14명
신영와코루,,,,,,,,,,
오리엔트바이오,건물설비 설치 공사업,65년 (1959년 설립),"288억 1,902만원",주식회사,"2,908만원",www.orient.co.kr,1개,1명,101명,30명/26명
조비,,,,,,,,,,
한국공항,항공 운송 지원 서비스업,56년 (1968년 설립),"3,295억 8,733만원",주식회사,"5,302만원",www.kas.co.kr,1개,"2,660명","2,931명",577명/769명
조광페인트,,,,,,,,,,
삼천리,구조용 금속제품 제조업,1년 (2023년 설립),-,,-,-,1개,3명,,
성보화학,살균ㆍ살충제 및 농약 제조업,63년 (1961년 설립),"577억 4,575만원",주식회사,"5,639만원",www.sbcc.kr,1개,162명,163명,63명/57명
조흥,"목재 상자, 드럼 및 적재판 제조업",2년 (2022년 설립),-,기타 법인,"5,344만원",-,1개,3명,8명,2명/1명
금양,"철물, 공구, 창호 및 건설자재 소매업",23년 (2001년 설립),-,주식회사,"5,487만원",-,1개,7명,9명,1명/3명
사조대림,수산동물 가공 및 저장 처리업,60년 (1964년 설립),"1조 1,659억 7,566만원",주식회사,"5,558만원",dr.sajo.co.kr,1개,343명,17명,24명/34명
비비안,회사본부,67년 (1957년 설립),"1,698억 2,864만원",주식회사,"4,223만원",www.vivien.co.kr,1개,199명,215명,31명/27명
SNT다이내믹스,자동차 차체용 신품 부품 제조업,65년 (1959년 설립),-,주식회사,"6,399만원",www.hisntd.com,1개,483명,371명,131명/60명
한신공영,건설장비 운영업,57년 (1967년 설립),"1조 2,918억 9,346만원",주식회사,"7,522만원",www.hanshinc.com,1개,0명,942명,316명/269명
농심,토목 시설물 건설업,59년 (1965년 설립),"2조 1,025억 8,222만원",주식회사,"5,800만원",www.nongshim.com,7개,"8,434명","2,697명",215명/308명
삼영,,,,,,,,,,
성신양회,"시멘트, 석회 및 플라스터 제조업",57년 (1967년 설립),"5,725억 8,793만원",주식회사,"9,226만원",www.sungshincement.co.kr,1개,138명,615명,41명/51명
신라교역,수산동물 가공 및 저장 처리업,57년 (1967년 설립),"3,015억 8,498만원",주식회사,"6,997만원",www.sla.co.kr,2개,492명,114명,64명/77명
신풍,완제 의약품 제조업,38년 (1986년 설립),"1,797억 8,427만원",주식회사,"6,671만원",www.shinpoong.co.kr,1개,346명,792명,120명/117명
종근당홀딩스,경영 컨설팅 및 공공 관계 서비스업,68년 (1956년 설립),"352억 3,925만원",주식회사,"12,548만원",www.ckd-holdings.com,1개,39명,39명,7명/8명
크라운해태홀딩스,경영 컨설팅 및 공공 관계 서비스업,56년 (1968년 설립),"167억 1,917만원",주식회사,"5,233만원",www.crown.co.kr,1개,89명,85명,22명/23명
한독,자동차 신품 판매업,21년 (2003년 설립),"1조 1,757억 3,027만원",주식회사,"4,648만원",-,1개,927명,872명,236명/214명
SK디스커버리,,,,,,,,,,
샘표,회사본부,8년 (2016년 설립),"3,411억 4,411만원",주식회사,"4,518만원",www.sempio.com,1개,비공개,비공개,비공개
흥아해운,그 외 기타 운송관련 서비스업,63년 (1961년 설립),-,주식회사,"5,846만원",www.heung-a.com,1개,30명,31명,3명/4명
GS글로벌,상품 종합 도매업,70년 (1954년 설립),"3조 4,580억 2,688만원",주식회사,"10,041만원",www.gsgcorp.com,1개,271명,275명,25명/32명
금호건설,건물설비 설치 공사업,52년 (1972년 설립),2조 645억 327만원,주식회사,"7,596만원",www.kumhoenc.com,3개,"6,414명","1,208명",225명/230명
삼부토건,-,9년 (2015년 설립),-,기타 법인,"4,969만원",-,1개,5명,4명,1명/1명
삼화콘덴서공업,건물설비 설치 공사업,68년 (1956년 설립),"2,113억 4,433만원",주식회사,"5,553만원",www.samwha.com,2개,629명,617명,113명/113명
페이퍼코리아,상품 중개업,8년 (2016년 설립),-,기타 법인,"5,184만원",-,1개,8명,13명,3명/6명
동양,"컴퓨터 및 주변장치, 소프트웨어 및 통신기기 소매업",23년 (2001년 설립),-,기타 법인,"4,254만원",-,2개,61명,58명,17명/15명
한화,반도체 및 디스플레이 제조용 기계 제조업,7년 (2017년 설립),"5,591억 5,222만원",,"6,032만원",-,1개,202명,,
영풍,"생활용 포장ㆍ위생용품, 문구용품 및 출판 인쇄물 도매업",29년 (1995년 설립),-,,"1,866만원",-,1개,74명,,
백광산업,"섬유제품 염색, 정리 및 마무리 가공업",14년 (2010년 설립),-,기타 법인,"3,176만원",-,1개,27명,6명,19명/10명
성창기업지주,그 외 기타 금융업,108년 (1916년 설립),75억 108만원,주식회사,"8,484만원",www.sce.kr,1개,40명,29명,7명/1명
한창,,,,,,,,,,
삼화왕관,그 외 기타 금속 가공제품 제조업,59년 (1965년 설립),"1,141억 3,612만원",주식회사,"7,336만원",www.samhwa.co.kr,1개,211명,193명,42명/40명
KR모터스,모터사이클 제조업,107년 (1917년 설립),-,주식회사,"3,837만원",www.krmotors.com,1개,50명,48명,20명/19명
고려제강,"금속 파스너, 스프링 및 금속선 가공제품 제조업",12년 (2012년 설립),-,기타 법인,"5,932만원",-,1개,126명,93명,15명/6명
태양금속공업,"금속 파스너, 스프링 및 금속선 가공제품 제조업",70년 (1954년 설립),"2,976억 6,855만원",주식회사,"6,398만원",www.taeyangmetal.com,1개,529명,452명,60명/48명
SUN&L,,,,,,,,,,
넥센타이어,,,,,,,,,,
SG세계물산,겉옷 제조업,60년 (1964년 설립),-,주식회사,"5,871만원",www.sgsegye.com,1개,119명,108명,27명/28명
롯데정밀화학,비료 및 질소 화합물 제조업,60년 (1964년 설립),"1조 7,785억 4,752만원",주식회사,"11,081만원",www.lottefinechem.com,1개,966명,977명,62명/81명
동화약품,기초 의약 물질 및 생물학적 제제 제조업,127년 (1897년 설립),"2,722억 1,318만원",주식회사,"6,272만원",www.dong-wha.co.kr,2개,764명,785명,98명/91명
DL,시스템ㆍ응용 소프트웨어 개발 및 공급업,5년 (2019년 설립),"1,849만원",기타 법인,"5,852만원",-,1개,14명,17명,7명/7명
LX인터내셔널,상품 종합 도매업,71년 (1953년 설립),-,주식회사,"14,292만원",www.lxinternational.co.kr,1개,473명,476명,62명/90명
국제약품,기초 의약 물질 및 생물학적 제제 제조업,65년 (1959년 설립),"1,157억 4,474만원",주식회사,"6,982만원",www.kukjepharm.co.kr,1개,132명,252명,46명/26명
태광산업,,,,,,,,,,
부산주공,자동차 차체용 신품 부품 제조업,57년 (1967년 설립),"2,305억 4,945만원",주식회사,"5,495만원",www.pci21c.com,1개,179명,242명,49명/39명
한일현대시멘트,"시멘트, 석회 및 플라스터 제조업",55년 (1969년 설립),"4,711억 5,000만원",주식회사,"8,773만원",WWW.HANILHDCEMENT.COM,1개,57명,69명,75명/28명
CS홀딩스,사무 지원 서비스업,75년 (1949년 설립),"36억 7,302만원",주식회사,"4,918만원",www.chosunwelding.com,1개,5명,7명,3명/2명
신성통상,"섬유제품 염색, 정리 및 마무리 가공업",56년 (1968년 설립),"1조 1,994억 633만원",주식회사,"5,645만원",www.ssts.co.kr,1개,852명,868명,392명/271명
DB하이텍,전자집적회로 제조업,71년 (1953년 설립),-,주식회사,"8,986만원",www.dbhitek.co.kr,1개,"2,040명","1,989명",448명/380명
대림통상,그 외 기타 금속 가공제품 제조업,10년 (2014년 설립),-,기타 법인,"5,233만원",-,1개,159명,120명,27명/6명
유유제약,완제 의약품 제조업,83년 (1941년 설립),"912억 7,759만원",주식회사,"5,734만원",www.yuyu.co.kr,1개,353명,239명,155명/62명
강남제비스코,화학 물질 및 화학제품 도매업,72년 (1952년 설립),-,주식회사,"5,813만원",www.jevisco.com,8개,675명,324명,37명/31명
대신증권,증권 및 선물 중개업,62년 (1962년 설립),-,주식회사,"11,610만원",www.daishin.com,1개,"1,478명","1,400명",194명/179명
NH투자증권,증권 및 선물 중개업,55년 (1969년 설립),-,주식회사,"13,756만원",www.nhqv.com,1개,"3,092명","3,040명",374명/386명
미래에셋증권,증권 및 선물 중개업,54년 (1970년 설립),-,주식회사,"14,056만원",securities.miraeasset.com,2개,"3,727명","3,458명",508명/358명
신일전자,가정용 전기 기기 제조업,65년 (1959년 설립),"2,027억 2,899만원",주식회사,"5,763만원",www.shinil.co.kr,1개,128명,128명,18명/26명
삼성제약,-,95년 (1929년 설립),"518억 3,223만원",주식회사,"6,740만원",www.sspharm.co.kr,1개,79명,83명,22명/27명
삼성화재해상보험,손해 및 보증보험업,72년 (1952년 설립),-,주식회사,"14,508만원",www.samsungfire.com,2개,"5,860명","5,613명",518명/486명
삼양식품,-,63년 (1961년 설립),"6,308억 6,773만원",주식회사,"4,975만원",www.samyangfoods.com,2개,525명,"1,010명",236명/338명
한화손해보험,손해 및 보증보험업,78년 (1946년 설립),-,주식회사,"8,304만원",www.hwgeneralins.com/,1개,0명,"3,051명",348명/425명
NI스틸,시설물 축조 관련 전문공사업,52년 (1972년 설립),-,주식회사,"6,614만원",www.hcr4u.com,1개,102명,182명,16명/33명
일동홀딩스,회사본부,83년 (1941년 설립),-,주식회사,"8,122만원",www.ildong.com,1개,94명,78명,9명/15명
대동,기타 전기장비 제조업,29년 (1995년 설립),"1,576억 6,837만원",기타 법인,"6,032만원",-,1개,202명,195명,12명/17명
오리온홀딩스,경영 컨설팅 및 공공 관계 서비스업,68년 (1956년 설립),"275억 5,407만원",주식회사,"47,812만원",www.oriongroup.co.kr,1개,5명,7명,1명/1명
깨끗한나라,종이 및 판지 제조업,58년 (1966년 설립),"5,766억 9,054만원",주식회사,"7,301만원",www.kleannara.com,1개,190명,192명,31명/32명
태원물산,자동차 차체용 신품 부품 제조업,29년 (1995년 설립),-,기타 법인,"4,685만원",-,1개,27명,26명,1명/4명
코오롱,회사본부,1년 (2023년 설립),-,주식회사,"6,032만원",www.kolonmobilitygroup.com/,1개,990명,159명,31명/69명
삼성전자,그 외 기타 운송관련 서비스업,26년 (1998년 설립),"1조 9,169억 6,956만원",주식회사,"6,032만원",-,1개,542명,566명,56명/71명
대유플러스,"산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",3년 (2021년 설립),-,기타 법인,"5,169만원",-,1개,46명,55명,4명/8명
BYC,통신 판매업,5년 (2019년 설립),-,주식회사,"5,132만원",-,1개,17명,5명,1명/2명
SPC삼립,육류 가공 및 저장 처리업,56년 (1968년 설립),"1조 3,693억 3,859만원",주식회사,"4,930만원",www.spcsamlip.co.kr,1개,242명,"1,943명",892명/864명
흥국화재,손해 및 보증보험업,76년 (1948년 설립),-,주식회사,"7,402만원",www.insurance.co.kr,2개,928명,940명,130명/185명
일양약품,-,78년 (1946년 설립),"2,302억 6,589만원",주식회사,"7,647만원",www.ilyang.co.kr,1개,642명,628명,89명/98명
